factor_set,strategy,date,strategy_total_return,benchmark_total_return,cumulative_return_spread,geometric_excess_return,annualized_mean_daily_excess,annualized_tracking_error,information_ratio,beta,correlation
required_4,adaptive_close,2026-03-16,0.1799656483,0.0829358243,0.0970298240,0.0895988680,0.3658227779,0.1208740019,3.0264802368,0.8965488436,0.7554456063
required_4,adaptive_close,2026-03-17,0.1652733244,0.0820338783,0.0832394461,0.0769286875,0.3170221110,0.1172334631,2.7041947127,0.9348431135,0.7775932484
required_4,adaptive_close,2026-03-18,0.1878692441,0.0929753754,0.0948938687,0.0868215980,0.3553407165,0.1160479971,3.0620150738,0.9302951378,0.7799528161
required_4,adaptive_close,2026-03-19,0.1474984419,0.0695183025,0.0779801394,0.0729114586,0.3019877847,0.1171062389,2.5787506072,0.9699308072,0.8019946846
required_4,adaptive_close,2026-03-20,0.1364127928,0.0630968172,0.0733159756,0.0689645331,0.2868268901,0.1172269636,2.4467654991,0.9845912649,0.8116579196
required_4,adaptive_close,2026-03-23,0.0680027006,0.0004420328,0.0675606678,0.0675308170,0.2816288324,0.1173279609,2.4003556372,1.0069720979,0.8655044571
required_4,adaptive_close,2026-03-24,0.1062355205,0.0312789226,0.0749565979,0.0726831474,0.3039153541,0.1192576950,2.5483919852,1.0451305148,0.8830621010
required_4,adaptive_close,2026-03-25,0.1139230485,0.0331997573,0.0807232911,0.0781294136,0.3255292803,0.1188620852,2.7387141972,1.0524824002,0.8858549204
required_4,adaptive_close,2026-03-26,0.0954364612,0.0166046324,0.0788318287,0.0775442352,0.3233259910,0.1189033832,2.7192328961,1.0550201522,0.8881172950
required_4,adaptive_close,2026-03-27,0.1309304371,0.0385280361,0.0924024011,0.0889743925,0.3681308450,0.1192321176,3.0875141069,1.0595703094,0.8899828009
required_4,adaptive_close,2026-03-30,0.1238822668,0.0325973058,0.0912849609,0.0884032530,0.3659105104,0.1192557354,3.0682843812,1.0602810605,0.8896564277
required_4,adaptive_close,2026-03-31,0.1133636797,0.0100999565,0.1032637233,0.1022311927,0.4183923143,0.1216607572,3.4390079746,1.0425806683,0.8840976679
required_4,adaptive_close,2026-04-01,0.1055131703,0.0250344811,0.0804786893,0.0785131532,0.3264373615,0.1180720282,2.7647307018,1.0401576552,0.8902945668
required_4,adaptive_close,2026-04-02,0.1008946556,0.0093709202,0.0915237354,0.0906740362,0.3731864409,0.1159979504,3.2171813335,1.0372863931,0.8951167598
required_4,adaptive_close,2026-04-03,0.0787346912,-0.0150770034,0.0938116946,0.0952477452,0.3904067458,0.1158981749,3.3685323010,1.0310167783,0.8996521807
required_4,adaptive_close,2026-04-07,0.0909358356,0.0046316375,0.0863041982,0.0859063113,0.3540727680,0.1164533716,3.0404681563,1.0209095330,0.8995723006
required_4,adaptive_close,2026-04-08,0.1131679468,0.0225191048,0.0906488420,0.0886524678,0.3652125263,0.1166702858,3.1302959782,1.0267319606,0.9050251765
required_4,adaptive_close,2026-04-09,0.0739025920,0.0000041795,0.0738984124,0.0738981036,0.3079084184,0.1169488597,2.6328466914,1.0296793640,0.9057603658
required_4,adaptive_close,2026-04-10,0.0975067516,0.0122755818,0.0852311698,0.0841975953,0.3480404294,0.1160510424,2.9990288943,1.0298338712,0.9075820044
required_4,adaptive_close,2026-04-13,0.0977287296,0.0015874472,0.0961412824,0.0959889051,0.3936904255,0.1176821749,3.3453700693,1.0304111512,0.9048495650
required_4,adaptive_close,2026-04-14,0.0875970413,-0.0030660346,0.0906630759,0.0909419070,0.3744693506,0.1192712826,3.1396438643,1.0312968833,0.9023382784
required_4,adaptive_close,2026-04-15,0.0878880116,-0.0234438423,0.1113318540,0.1140045589,0.4626201044,0.1179743713,3.9213610487,1.0395588170,0.9048170899
required_4,adaptive_close,2026-04-16,0.0938270215,-0.0050261335,0.0988531551,0.0993525141,0.4069252160,0.1150578397,3.5367013416,1.0424865176,0.9104717880
required_4,adaptive_close,2026-04-17,0.0636196456,-0.0107153610,0.0743350066,0.0751401605,0.3128367459,0.1127120943,2.7755384014,1.0401912470,0.9132111304
required_4,adaptive_close,2026-04-20,0.0753150773,-0.0010225799,0.0763376573,0.0764157985,0.3177815113,0.1126020092,2.8221655498,1.0385552045,0.9135199886
required_4,adaptive_close,2026-04-21,0.0837968720,0.0026751324,0.0811217397,0.0809053073,0.3351935517,0.1123013760,2.9847679848,1.0372298471,0.9135801023
required_4,adaptive_close,2026-04-22,0.0599224838,-0.0107241947,0.0706466785,0.0714125203,0.2982564959,0.1141741229,2.6122950475,1.0382212785,0.9099459945
required_4,adaptive_close,2026-04-23,0.0836212881,-0.0217458038,0.1053670919,0.1077093175,0.4384419270,0.1222536261,3.5863306560,1.0242050075,0.8964379823
required_4,adaptive_close,2026-04-24,0.0780604091,-0.0303466909,0.1084071000,0.1117998556,0.4539900960,0.1218980479,3.7243426288,1.0270057394,0.8970999551
required_4,adaptive_close,2026-04-27,0.0594078568,-0.0332903196,0.0926981764,0.0958903984,0.3933634916,0.1256089531,3.1316517020,1.0192306403,0.8898273091
required_4,adaptive_close,2026-04-28,0.0437408537,-0.0481288160,0.0918696697,0.0965148134,0.3962718110,0.1253807945,3.1605463398,1.0308541227,0.8915807593
required_4,adaptive_close,2026-04-29,0.0664764692,-0.0325406766,0.0990171458,0.1023476062,0.4181046068,0.1239691420,3.3726506461,1.0232095933,0.8935025663
required_4,adaptive_close,2026-04-30,0.0799526049,-0.0242849939,0.1042375988,0.1068320136,0.4351220744,0.1237521493,3.5160769087,1.0216936638,0.8933010869
required_4,adaptive_close,2026-05-06,0.0967904968,-0.0100609014,0.1068513982,0.1079373452,0.4390040726,0.1235443231,3.5534135577,1.0147466889,0.8923301264
required_4,adaptive_close,2026-05-07,0.0958614280,0.0019075407,0.0939538873,0.0937750076,0.3849626449,0.1251485120,3.0760465215,1.0112826676,0.8893377395
required_4,adaptive_close,2026-05-08,0.1020206020,0.0095769466,0.0924436553,0.0915667257,0.3764527145,0.1251517059,3.0079711003,1.0102218396,0.8898034800
required_4,adaptive_close,2026-05-11,0.1223869474,0.0362570484,0.0861298990,0.0831163456,0.3439711220,0.1257218005,2.7359703773,1.0103397372,0.8864548668
required_4,adaptive_close,2026-05-12,0.0972055338,0.0030661216,0.0941394122,0.0938516516,0.3859892719,0.1233655989,3.1288242040,1.0286646258,0.8927910909
required_4,adaptive_close,2026-05-13,0.0887695577,0.0026604522,0.0861091055,0.0858806242,0.3552390824,0.1249916264,2.8421030477,1.0254545079,0.8897184275
required_4,adaptive_close,2026-05-14,0.0538114425,-0.0061590870,0.0599705295,0.0603421823,0.2561704148,0.1253664544,2.0433728946,1.0428978159,0.8938397180
required_4,adaptive_close,2026-05-15,0.0314382783,-0.0195574124,0.0509956907,0.0520129290,0.2231382766,0.1258366120,1.7732381150,1.0448553991,0.8936187512
required_4,adaptive_close,2026-05-18,0.0203330178,-0.0350503360,0.0553833538,0.0573950703,0.2450117376,0.1246261572,1.9659736213,1.0575206084,0.8960740605
required_4,adaptive_close,2026-05-19,0.0535126131,-0.0312090372,0.0847216503,0.0874509090,0.3652874644,0.1363559155,2.6789264194,1.0755030518,0.8834085068
required_4,adaptive_close,2026-05-20,0.0527656939,-0.0361677750,0.0889334689,0.0922706946,0.3837631006,0.1359689080,2.8224327625,1.0746105081,0.8841523373
required_4,adaptive_close,2026-05-21,0.0305581351,-0.0551041742,0.0856623093,0.0906579403,0.3784078339,0.1363597552,2.7750697652,1.0863298853,0.8909524219
required_4,adaptive_close,2026-05-22,0.0459073832,-0.0327991312,0.0787065144,0.0813755622,0.3425528900,0.1360498976,2.5178474673,1.0846843108,0.8922699915
required_4,adaptive_close,2026-05-25,0.0016769593,-0.0520464704,0.0537234297,0.0566730626,0.2449577180,0.1371719187,1.7857716099,1.0766854425,0.8869854057
required_4,adaptive_close,2026-05-26,-0.0431621637,-0.0728759773,0.0297138136,0.0320494484,0.1445916713,0.1319037606,1.0961906666,1.0658592030,0.8921022471
required_4,adaptive_close,2026-05-27,-0.0560664321,-0.0915896917,0.0355232595,0.0391048617,0.1731300774,0.1310250632,1.3213508408,1.0662232356,0.8955048094
required_4,adaptive_close,2026-05-28,-0.0585999283,-0.0932513316,0.0346514033,0.0382150032,0.1695185579,0.1310622997,1.2934196810,1.0660815010,0.8952540923
required_4,adaptive_close,2026-05-29,-0.0564479797,-0.0918970455,0.0354490658,0.0390363952,0.1727697733,0.1309958301,1.3188952130,1.0652255311,0.8949021570
required_4,adaptive_close,2026-06-01,0.0008800221,-0.0501868885,0.0510669107,0.0537652198,0.2350499483,0.1368077723,1.7181037617,1.1046852071,0.8957304293
required_4,adaptive_close,2026-06-02,-0.0329636132,-0.0560329143,0.0230693011,0.0244386711,0.1170091247,0.1325079805,0.8830345482,1.1216481085,0.9058848538
required_4,adaptive_close,2026-06-03,-0.0595031611,-0.0723931337,0.0128899727,0.0138959436,0.0735636485,0.1327422349,0.5541841942,1.1216767134,0.9051724105
required_4,adaptive_close,2026-06-04,-0.1093788530,-0.1022088736,-0.0071699794,-0.0079862445,-0.0188447410,0.1312649055,-0.1435626754,1.1118214400,0.9030005164
required_4,adaptive_close,2026-06-05,-0.0932944188,-0.0910366148,-0.0022578040,-0.0024839329,0.0043442952,0.1311253258,0.0331308630,1.1116080911,0.9035151593
required_4,adaptive_close,2026-06-08,-0.1307243150,-0.1241062947,-0.0066180204,-0.0075557346,-0.0169296158,0.1311064744,-0.1291287548,1.1102303870,0.9054447983
required_4,adaptive_close,2026-06-09,-0.1279947095,-0.1159050637,-0.0120896458,-0.0136746013,-0.0430269622,0.1313291462,-0.3276269085,1.1059838674,0.9049345076
required_4,adaptive_close,2026-06-10,-0.1362430382,-0.1196509389,-0.0165920993,-0.0188471823,-0.0650388270,0.1309155020,-0.4968000429,1.1068700234,0.9059223327
required_4,adaptive_close,2026-06-11,-0.1485290223,-0.1244135956,-0.0241154267,-0.0275420297,-0.1020700435,0.1312328618,-0.7777780813,1.1099910448,0.9064964982
required_4,adaptive_close,2026-06-12,-0.1356009560,-0.1141903678,-0.0214105882,-0.0241706428,-0.0870072067,0.1320735936,-0.6587782185,1.1163500737,0.9079196082
required_4,adaptive_close,2026-06-15,-0.1149054337,-0.0885142711,-0.0263911626,-0.0289540053,-0.1073842636,0.1317219015,-0.8152346905,1.1222492330,0.9089988330
required_4,adaptive_close,2026-06-16,-0.1265098187,-0.0917716259,-0.0347381929,-0.0382483017,-0.1478691917,0.1323348976,-1.1173862249,1.1184260302,0.9071037945
required_4,adaptive_close,2026-06-17,-0.1152047973,-0.0821849503,-0.0330198470,-0.0359765805,-0.1384601001,0.1319269845,-1.0495206921,1.1145382458,0.9049234402
required_4,adaptive_close,2026-06-18,-0.0918650759,-0.0653807607,-0.0264843152,-0.0283370105,-0.1055576634,0.1326471168,-0.7957780458,1.1144135129,0.9007919664
required_4,adaptive_close,2026-06-22,-0.0371841855,-0.0064074205,-0.0307767650,-0.0309752363,-0.1174513133,0.1328935451,-0.8837999858,1.1374148084,0.8825118750
required_4,adaptive_close,2026-06-23,-0.0827514078,-0.0383766544,-0.0443747534,-0.0461456698,-0.1861262168,0.1295330640,-1.4369012133,1.1002080428,0.8649676836
required_4,adaptive_close,2026-06-24,-0.1007384728,-0.0735866904,-0.0271517824,-0.0293084978,-0.1135331505,0.1356115135,-0.8371940376,1.0582513514,0.8429312441
required_4,adaptive_close,2026-06-25,-0.0870017662,-0.0760522381,-0.0109495280,-0.0118508086,-0.0393184722,0.1399780782,-0.2808902130,1.0294264435,0.8282574638
required_4,adaptive_close,2026-06-26,-0.1072846080,-0.1127194600,0.0054348520,0.0061252915,0.0344606006,0.1484873488,0.2320776878,0.9545962202,0.7953617066
required_4,adaptive_close,2026-06-29,-0.1093168442,-0.1167704905,0.0074536464,0.0084390821,0.0440982549,0.1485491376,0.2968597166,0.9545413098,0.7949477945
required_4,adaptive_close,2026-06-30,-0.1069181245,-0.0981653840,-0.0087527405,-0.0097054830,-0.0316851200,0.1463615107,-0.2164853307,0.9699659212,0.8012417267
required_4,adaptive_open,2025-07-01,0.0478936279,0.0720388285,-0.0241452006,-0.0225226922,-0.1234260455,0.2537701447,-0.4863694493,0.1354485979,0.3009460754
required_4,adaptive_open,2025-07-02,0.0545725980,0.0657555132,-0.0111829152,-0.0104929461,-0.0717751432,0.2528954684,-0.2838134808,0.1378351535,0.3041413378
required_4,adaptive_open,2025-07-03,0.0658434481,0.0721151127,-0.0062716646,-0.0058498052,-0.0517577579,0.2537216745,-0.2039942312,0.1360842683,0.2955051869
required_4,adaptive_open,2025-07-04,0.0647331164,0.1314715426,-0.0667384263,-0.0589837427,-0.2772058523,0.2319318843,-1.1952037261,0.1580303211,0.3139762894
required_4,adaptive_open,2025-07-07,0.0604769309,0.2066381535,-0.1461612226,-0.1211309473,-0.5531841886,0.1772588408,-3.1207706541,0.2588010934,0.3988522152
required_4,adaptive_open,2025-07-08,0.0686165686,0.2360329631,-0.1674163946,-0.1354465452,-0.6222807406,0.1757827376,-3.5400560325,0.2676032182,0.4087414428
required_4,adaptive_open,2025-07-09,0.0744534484,0.1860883360,-0.1116348875,-0.0941202136,-0.4210114642,0.1441083428,-2.9214926492,0.3828061862,0.4963636409
required_4,adaptive_open,2025-07-10,0.0754252701,0.1787738156,-0.1033485455,-0.0876746193,-0.3911357029,0.1437661208,-2.7206389152,0.3844469078,0.4981487742
required_4,adaptive_open,2025-07-11,0.0769329518,0.1570495581,-0.0801166063,-0.0692421563,-0.3060213034,0.1363339323,-2.2446451753,0.4200345072,0.5238684280
required_4,adaptive_open,2025-07-14,0.0790402403,0.1433304566,-0.0642902162,-0.0562306513,-0.2474565038,0.1350534190,-1.8322861103,0.4265810741,0.5290381300
required_4,adaptive_open,2025-07-15,0.0869188203,0.1501614316,-0.0632426113,-0.0549858564,-0.2418531931,0.1351738873,-1.7892005475,0.4289043631,0.5290493034
required_4,adaptive_open,2025-07-16,0.0751344573,0.1561710373,-0.0810365799,-0.0700904774,-0.3090050746,0.1310103391,-2.3586312097,0.4658483114,0.5549162433
required_4,adaptive_open,2025-07-17,0.0943520879,0.1492831268,-0.0549310389,-0.0477959152,-0.2086420182,0.1327616441,-1.5715534375,0.4811757119,0.5497614596
required_4,adaptive_open,2025-07-18,0.0944687459,0.1609385052,-0.0664697593,-0.0572551940,-0.2506563772,0.1330807541,-1.8834908082,0.4791704795,0.5469625584
required_4,adaptive_open,2025-07-21,0.0955321645,0.1466017918,-0.0510696273,-0.0445399856,-0.1939710112,0.1301938434,-1.4898631617,0.4962295811,0.5588707355
required_4,adaptive_open,2025-07-22,0.1048458641,0.1546980967,-0.0498522326,-0.0431733912,-0.1881580361,0.1298969536,-1.4485176971,0.5024550273,0.5700035255
required_4,adaptive_open,2025-07-23,0.1011881724,0.1538047306,-0.0526165582,-0.0456026543,-0.1988022704,0.1302149002,-1.5267244379,0.5027139017,0.5686824208
required_4,adaptive_open,2025-07-24,0.0890883058,0.1499090781,-0.0608207723,-0.0528918098,-0.2308350660,0.1298288705,-1.7779948723,0.5199151024,0.5803205764
required_4,adaptive_open,2025-07-25,0.0953215176,0.1642047171,-0.0688831995,-0.0591676004,-0.2590208464,0.1303939489,-1.9864483632,0.5177534141,0.5822416225
required_4,adaptive_open,2025-07-28,0.1009737490,0.1832763205,-0.0823025715,-0.0695548200,-0.3050983727,0.1264073344,-2.4136128984,0.5441398937,0.5922862743
required_4,adaptive_open,2025-07-29,0.0970654243,0.1729042759,-0.0758388516,-0.0646590290,-0.2827431327,0.1248907202,-2.2639242706,0.5565939028,0.5986716826
required_4,adaptive_open,2025-07-30,0.0937098851,0.1564992093,-0.0627893241,-0.0542925785,-0.2361967814,0.1231853283,-1.9174100081,0.5692797662,0.6084804574
required_4,adaptive_open,2025-07-31,0.0862002106,0.1251051382,-0.0389049276,-0.0345789263,-0.1480997104,0.1122349139,-1.3195511555,0.6559168616,0.6563718524
required_4,adaptive_open,2025-08-01,0.0712323717,0.1144114719,-0.0431791002,-0.0387461017,-0.1662209879,0.1118090257,-1.4866508932,0.6764157019,0.6752376191
required_4,adaptive_open,2025-08-04,0.0754210081,0.1053751554,-0.0299541473,-0.0270986254,-0.1153318627,0.1092629814,-1.0555438005,0.6961236979,0.6865991362
required_4,adaptive_open,2025-08-05,0.0913538650,0.1237197348,-0.0323658698,-0.0288024396,-0.1227011272,0.1091843177,-1.1237980855,0.7092062861,0.6985869530
required_4,adaptive_open,2025-08-06,0.1120982680,0.1230948440,-0.0109965760,-0.0097913156,-0.0409363874,0.1054482236,-0.3882131532,0.7404130046,0.7215764770
required_4,adaptive_open,2025-08-07,0.1245484973,0.1371671121,-0.0126186148,-0.0110965351,-0.0460825172,0.1050360404,-0.4387305253,0.7582068220,0.7233744752
required_4,adaptive_open,2025-08-08,0.1301272112,0.1333213305,-0.0031941193,-0.0028183704,-0.0111205815,0.1044969555,-0.1064201483,0.7555503853,0.7253198830
required_4,adaptive_open,2025-08-11,0.1527565116,0.1481401275,0.0046163840,0.0040207497,0.0176182465,0.1046322449,0.1683825720,0.7494586094,0.7201926322
required_4,adaptive_open,2025-08-12,0.1737764475,0.1529212946,0.0208551530,0.0180889650,0.0759648952,0.0998614686,0.7607027639,0.7649974445,0.7446267580
required_4,adaptive_open,2025-08-13,0.1739220220,0.1414620003,0.0324600218,0.0284372338,0.1185820503,0.1009958308,1.1741281731,0.7602586881,0.7382885636
required_4,adaptive_open,2025-08-14,0.1627219881,0.1343610287,0.0283609594,0.0250017047,0.1044810173,0.1011383199,1.0330507512,0.7576345210,0.7355295740
required_4,adaptive_open,2025-08-15,0.1360735079,0.1164858869,0.0195876211,0.0175439934,0.0734790638,0.0988152069,0.7436007689,0.7818827172,0.7694796607
required_4,adaptive_open,2025-08-18,0.1611246211,0.1465031303,0.0146214908,0.0127531189,0.0529077221,0.1004064564,0.5269354585,0.7441228674,0.7587824482
required_4,adaptive_open,2025-08-19,0.1711869304,0.1655725485,0.0056143819,0.0048168447,0.0199888483,0.1000395168,0.1998095249,0.7472883612,0.7548907266
required_4,adaptive_open,2025-08-20,0.1734432828,0.1599210230,0.0135222598,0.0116579142,0.0487078973,0.1007089804,0.4836499892,0.7490537091,0.7511014073
required_4,adaptive_open,2025-08-21,0.1818485802,0.1643582130,0.0174903671,0.0150214659,0.0628779551,0.1011571330,0.6215869634,0.7588760428,0.7538778175
required_4,adaptive_open,2025-08-22,0.2042801949,0.1669201419,0.0373600530,0.0320159467,0.1323841898,0.0994563059,1.3310788965,0.7446285008,0.7561119737
required_4,adaptive_open,2025-08-25,0.2097676620,0.1588557368,0.0509119251,0.0439329276,0.1807311496,0.0934452862,1.9340852481,0.7694373318,0.7817591781
required_4,adaptive_open,2025-08-26,0.2304735200,0.1807803447,0.0496931753,0.0420850292,0.1734669720,0.0933633356,1.8579774469,0.7587013057,0.7657206058
required_4,adaptive_open,2025-08-27,0.2473873950,0.1771855343,0.0702018607,0.0596353410,0.2443084619,0.0904084812,2.7022737094,0.7952704397,0.7828872838
required_4,adaptive_open,2025-08-28,0.1971076357,0.1318441548,0.0652634809,0.0576611900,0.2379614576,0.0910615672,2.6131930821,0.8997721239,0.8291014432
required_4,adaptive_open,2025-08-29,0.2172350959,0.1375863732,0.0796487227,0.0700155387,0.2872119340,0.0936132101,3.0680705596,0.9028734693,0.8221787055
required_4,adaptive_open,2025-09-01,0.2046333608,0.1322496388,0.0723837220,0.0639291190,0.2628745027,0.0918780367,2.8611245085,0.8971296827,0.8260084138
required_4,adaptive_open,2025-09-02,0.2037137032,0.1318295675,0.0718841357,0.0635114489,0.2612065029,0.0918700371,2.8432175610,0.8964998745,0.8257656274
required_4,adaptive_open,2025-09-03,0.1924640636,0.1248999132,0.0675641504,0.0600623661,0.2476782256,0.0920866150,2.6896224351,0.9060621343,0.8301328028
required_4,adaptive_open,2025-09-04,0.1709766732,0.0987282548,0.0722484185,0.0657564035,0.2701235636,0.0914356965,2.9542462521,0.9152227360,0.8443065805
required_4,adaptive_open,2025-09-05,0.1778355933,0.0972080791,0.0806275142,0.0734842513,0.3005912713,0.0922874513,3.2571196522,0.9139880998,0.8417736435
required_4,adaptive_open,2025-09-08,0.1898176623,0.1373656914,0.0524519709,0.0461170680,0.1924644653,0.0842663385,2.2840017587,0.9625733882,0.8696592954
required_4,adaptive_open,2025-09-09,0.1917284537,0.1389901033,0.0527383505,0.0463027293,0.1932302001,0.0842744421,2.2928683398,0.9633384616,0.8703565541
required_4,adaptive_open,2025-09-10,0.1959196788,0.1373721025,0.0585475763,0.0514761846,0.2139332198,0.0853380745,2.5068906361,0.9566902733,0.8667288231
required_4,adaptive_open,2025-09-11,0.2109467177,0.1466641065,0.0642826111,0.0560605419,0.2321797703,0.0851483135,2.7267688672,0.9520693847,0.8651495264
required_4,adaptive_open,2025-09-12,0.2362789335,0.1776155203,0.0586634132,0.0498154212,0.2073331688,0.0852681489,2.4315429802,0.9521704478,0.8612189328
required_4,adaptive_open,2025-09-15,0.2582247402,0.1869820167,0.0712427236,0.0600200530,0.2484433283,0.0894773081,2.7766070932,0.9480983016,0.8461524342
required_4,adaptive_open,2025-09-16,0.2059896220,0.1628943700,0.0430952520,0.0370586127,0.1556462057,0.0905969012,1.7180080511,0.9183736600,0.8292181346
required_4,adaptive_open,2025-09-17,0.1954032672,0.1510317546,0.0443715126,0.0385493384,0.1616531763,0.0907365450,1.7815663603,0.9132717504,0.8219763106
required_4,adaptive_open,2025-09-18,0.2190682133,0.1497596468,0.0693085665,0.0602809175,0.2499683168,0.1024328639,2.4403136567,0.9118565541,0.7866467061
required_4,adaptive_open,2025-09-19,0.1997532933,0.1286196769,0.0711336164,0.0630270922,0.2607077773,0.1023785890,2.5465068413,0.9151010195,0.7994266310
required_4,adaptive_open,2025-09-22,0.1975875393,0.1186462854,0.0789412539,0.0705685568,0.2904270436,0.1029206799,2.8218531392,0.9116001890,0.7970895977
required_4,adaptive_open,2025-09-23,0.1716997447,0.1031496200,0.0685501246,0.0621403692,0.2578086420,0.1055879537,2.4416482472,0.9325242854,0.7943261378
required_4,adaptive_open,2025-09-24,0.1514671260,0.0853716019,0.0660955240,0.0608966772,0.2528347067,0.1055909352,2.3944736002,0.9358091470,0.7996393164
required_4,adaptive_open,2025-09-25,0.1534698284,0.1027274788,0.0507423495,0.0460153125,0.1931729104,0.1030132268,1.8752243420,0.9383159995,0.8113793005
required_4,adaptive_open,2025-09-26,0.1401386240,0.0905118445,0.0496267796,0.0455077859,0.1913650859,0.1031094061,1.8559420826,0.9504994028,0.8163889578
required_4,adaptive_open,2025-09-29,0.1497241315,0.1010958629,0.0486282687,0.0441635195,0.1861525457,0.1029043653,1.8089858984,0.9579783644,0.8158941236
required_4,adaptive_open,2025-09-30,0.1504031665,0.0934330689,0.0569700976,0.0521020438,0.2183055147,0.1016818127,2.1469475110,0.9758522871,0.8203873832
required_4,adaptive_open,2025-10-09,0.1389292614,0.0853720928,0.0535571686,0.0493445234,0.2074075265,0.1022256626,2.0289183873,0.9812451369,0.8191614784
required_4,adaptive_open,2025-10-10,0.1440297732,0.0814655786,0.0625641947,0.0578513047,0.2413591467,0.1033928234,2.3343897459,0.9748618505,0.8148721612
required_4,adaptive_open,2025-10-13,0.1216926295,0.0501544920,0.0715381374,0.0681215364,0.2814084718,0.1035717472,2.7170389566,0.9574174423,0.8254968893
required_4,adaptive_open,2025-10-14,0.1507964808,0.0819214263,0.0688750545,0.0636599413,0.2636744145,0.1036128957,2.5448030634,0.9531034894,0.8405327994
required_4,adaptive_open,2025-10-15,0.1352318469,0.0654926714,0.0697391755,0.0654525154,0.2705332430,0.1037682354,2.6070910999,0.9477585344,0.8412825820
required_4,adaptive_open,2025-10-16,0.1638484211,0.0884361267,0.0754122944,0.0692849975,0.2857108493,0.1037281254,2.7544202516,0.9464690823,0.8406954621
required_4,adaptive_open,2025-10-17,0.1389221662,0.0747706399,0.0641515264,0.0596885735,0.2471301953,0.1008382685,2.4507580216,0.9371142147,0.8469450626
required_4,adaptive_open,2025-10-20,0.1386086316,0.0586370432,0.0799715884,0.0755420273,0.3094629985,0.1004669860,3.0802456675,0.9352437005,0.8483396473
required_4,adaptive_open,2025-10-21,0.1535214832,0.0668691989,0.0866522842,0.0812210947,0.3318102455,0.1006165541,3.2977699201,0.9401214857,0.8502270758
required_4,adaptive_open,2025-10-22,0.1623273624,0.0660528451,0.0962745173,0.0903093292,0.3674075551,0.0992592991,3.7014925410,0.9570374454,0.8565781961
required_4,adaptive_open,2025-10-23,0.1804823577,0.0679529050,0.1125294527,0.1053693025,0.4252875165,0.0989401362,4.2984326983,0.9615343032,0.8583872628
required_4,adaptive_open,2025-10-24,0.2026359831,0.0819297503,0.1207062329,0.1115656842,0.4487057719,0.0984403009,4.5581511624,0.9550726995,0.8570648651
required_4,adaptive_open,2025-10-27,0.2150756287,0.0695742106,0.1455014181,0.1360367674,0.5409664588,0.1004474365,5.3855675917,0.9687411803,0.8531290271
required_4,adaptive_open,2025-10-28,0.2065288445,0.0662013554,0.1403274891,0.1316144352,0.5245270628,0.1004061212,5.2240546320,0.9697792996,0.8536581852
required_4,adaptive_open,2025-10-29,0.2134519061,0.0647238318,0.1487280742,0.1396869966,0.5543808207,0.0987371273,5.6147149076,0.9725094744,0.8580239710
required_4,adaptive_open,2025-10-30,0.2339455880,0.0667633865,0.1671822015,0.1567191034,0.6170761502,0.1020285699,6.0480721306,0.9666691252,0.8489105877
required_4,adaptive_open,2025-10-31,0.2384232629,0.0586763991,0.1797468638,0.1697845196,0.6639816859,0.1012683625,6.5566547101,0.9574245022,0.8505196909
required_4,adaptive_open,2025-11-03,0.2836060222,0.0863102034,0.1972958188,0.1816201470,0.7069636669,0.1022155476,6.9164005206,0.9622948055,0.8476217881
required_4,adaptive_open,2025-11-04,0.2918718171,0.0888989593,0.2029728578,0.1864019210,0.7240679405,0.1020892685,7.0924980790,0.9642979118,0.8486687694
required_4,adaptive_open,2025-11-05,0.2644212067,0.0634781756,0.2009430312,0.1889488998,0.7330244242,0.1019081804,7.1929890356,0.9716576381,0.8491462987
required_4,adaptive_open,2025-11-06,0.2573430390,0.0719319614,0.1854110776,0.1729690729,0.6755078551,0.1047691668,6.4475825836,0.9427839054,0.8393298664
required_4,adaptive_open,2025-11-07,0.2444726576,0.0683007129,0.1761719447,0.1649085717,0.6463149538,0.1043700955,6.1925300606,0.9412189057,0.8398327593
required_4,adaptive_open,2025-11-10,0.2507033152,0.0778723417,0.1728309735,0.1603445666,0.6297991279,0.1046975464,6.0154143973,0.9380848964,0.8387151790
required_4,adaptive_open,2025-11-11,0.2588643452,0.0781795677,0.1806847775,0.1675831957,0.6562781371,0.1058533696,6.1998795055,0.9429546604,0.8371018772
required_4,adaptive_open,2025-11-12,0.2564167507,0.0729497936,0.1834669571,0.1709930494,0.6686269712,0.1055863419,6.3325138360,0.9471168495,0.8373802264
required_4,adaptive_open,2025-11-13,0.2473298071,0.0732361169,0.1740936902,0.1622137827,0.6369376167,0.1050584864,6.0626955380,0.9502821419,0.8393347574
required_4,adaptive_open,2025-11-14,0.2793892328,0.0786649562,0.2007242766,0.1860858420,0.7235617003,0.1094708186,6.6096308549,0.9639367444,0.8327352308
required_4,adaptive_open,2025-11-17,0.3228048165,0.1046932905,0.2181115260,0.1974407990,0.7644323917,0.1117042261,6.8433614215,0.9659998303,0.8173056050
required_4,adaptive_open,2025-11-18,0.3085590371,0.0859739517,0.2225850854,0.2049635584,0.7912657809,0.1093171217,7.2382602906,0.9998975813,0.8265145693
required_4,adaptive_open,2025-11-19,0.2999599336,0.0696131745,0.2303467590,0.2153551999,0.8272253111,0.1087785091,7.6046759410,0.9997101414,0.8296833247
